Team,Team within selected timeframe,Age,Market value,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Shots against,Clean sheets,"Save rate, %",xG against,xG against per 90,Back passes received as GK per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",AMF,CB,CF,DMF,GK,LAMF,LB,LCB,LCMF,LDMF,LW,LWB,LWF,RAMF,RB,RCB,RCMF,RDMF,RW,RWB,RWF,Foot_both,Foot_left,Foot_right,Foot_unknown,On loan_no,On loan_yes
376,164,20.0,100000,14,626,1.0,0.46,2,1.86,22.57,47.77,121,809,180,73,8.05,8.77,59.02,1.29,33.33,0.43,0.53,0.0,2.44,2.98,2.01,4,0.58,0,0.0,3.02,0.14,1,0.14,0.07,0,0.0,4,0.58,50.0,25.0,0.29,1.87,38.46,0.86,33.33,0.86,50.0,0.43,4.6,40.63,9.92,43.48,2.16,2.88,10.06,1.44,2.01,15.67,66.97,4.46,61.29,3.88,85.19,4.31,63.33,12.22,75.29,1.73,41.67,16.84,20.04,0.27,1.01,0.0,0.0,0.14,100.0,0.58,0.72,20.0,1.73,66.67,0.29,50.0,0.86,0.72,2.88,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
1023,526,30.0,100000,9,754,0.0,0.79,0,0.52,14.8,67.74,121,809,185,79,10.86,5.13,74.42,5.13,74.42,0.12,0.15,0.48,6.92,8.88,0.95,1,0.12,1,0.12,0.6,0.0,0,0.0,0.09,0,0.0,4,0.48,75.0,0.0,0.0,0.36,33.33,0.12,100.0,0.24,0.0,0.12,0.24,50.0,0.95,50.0,0.72,0.48,28.65,0.12,0.6,41.42,84.73,18.5,76.13,1.91,93.75,16.95,93.66,36.05,91.06,5.01,42.86,18.07,32.32,0.06,0.12,0.0,0.0,0.0,0.0,0.12,4.3,72.22,0.48,25.0,0.24,100.0,0.12,0.12,6.33,62.26,0,0,0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
276,123,26.0,100000,13,1037,0.0,0.11,0,0.08,17.79,57.56,121,809,178,74,10.59,7.98,66.3,1.13,61.54,0.78,1.13,0.0,4.51,6.5,1.04,1,0.09,0,0.0,1.3,0.0,0,0.0,0.01,0,0.0,4,0.35,50.0,0.0,0.0,0.87,20.0,0.0,0.0,0.87,20.0,0.0,1.48,58.82,5.55,53.13,0.26,1.22,25.78,0.69,1.04,38.1,87.47,12.06,74.82,8.77,99.01,11.72,91.85,34.98,91.81,2.34,44.44,17.59,24.61,0.01,0.26,0.0,0.09,0.09,100.0,0.09,3.73,74.42,0.95,45.45,0.09,0.0,0.09,0.17,4.34,64.0,0,0,0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,True,False
1385,720,22.0,100000,22,1647,0.0,0.55,1,2.61,21.53,53.3,121,812,178,70,10.22,9.56,60.57,1.58,48.28,0.38,0.5,0.38,4.04,5.27,1.48,7,0.38,0,0.0,3.99,0.0,0,0.0,0.03,0,0.0,10,0.55,20.0,0.0,0.05,4.15,36.84,0.38,14.29,3.77,39.13,0.49,4.1,57.33,8.31,50.0,0.44,1.31,19.78,1.8,1.04,31.64,70.12,10.87,59.8,5.85,97.2,10.77,64.97,20.16,82.93,7.76,53.52,21.4,34.2,0.14,0.6,0.05,0.0,0.0,0.0,0.33,5.3,53.61,3.93,33.33,0.66,16.67,0.05,1.31,8.03,70.07,0,0,0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
961,497,26.0,100000,6,516,0.0,0.21,0,0.0,13.95,66.25,125,824,182,73,8.55,4.71,77.78,5.76,54.55,0.17,0.25,0.35,4.71,6.81,0.7,1,0.17,0,0.0,0.7,0.0,0,0.0,0.04,0,0.0,1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,80.0,1.4,75.0,0.35,0.35,27.38,0.17,1.22,43.6,91.6,13.26,82.89,2.97,100.0,22.67,97.69,39.42,94.25,4.19,66.67,19.78,32.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,75.0,0.0,0.0,0.0,0.0,0.17,0.0,4.36,64.0,0,0,0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
1041,445,21.0,100000,12,949,1.0,2.55,2,1.41,17.64,45.7,125,824,180,72,7.02,4.93,59.62,3.41,41.67,0.38,0.51,0.0,3.7,5.0,1.14,3,0.28,0,0.0,3.22,0.09,1,0.09,0.24,0,0.0,31,2.94,32.26,3.226,0.19,2.09,22.73,1.61,23.53,0.47,20.0,0.47,3.13,51.52,6.92,41.1,2.18,1.52,19.16,0.95,1.14,27.98,74.92,7.21,65.79,6.73,92.96,8.63,67.03,23.42,81.38,3.03,53.13,18.53,35.28,0.13,1.14,0.0,0.0,0.47,40.0,0.28,3.6,68.42,1.99,42.86,0.57,33.33,0.76,0.38,3.51,64.86,0,0,0,0.0,0.0,0.0,0.09,1.42,0.57,66.67,1.23,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,True,False,False,True,False
122,53,22.0,100000,15,1031,0.0,0.47,0,0.18,15.84,58.66,125,824,179,70,10.35,6.9,65.38,4.07,52.17,1.5,2.3,0.27,4.34,6.62,1.42,2,0.17,0,0.0,0.18,0.0,0,0.0,0.04,0,0.0,3,0.27,0.0,0.0,0.0,0.27,33.33,0.27,33.33,0.0,0.0,0.0,0.27,33.33,1.33,60.0,0.35,1.15,25.04,0.35,0.8,37.08,78.52,18.05,65.2,1.95,95.45,14.25,91.93,30.53,87.54,6.28,36.62,23.67,39.63,0.02,0.18,0.0,0.0,0.18,0.0,0.0,6.37,44.44,1.24,0.0,0.8,0.0,0.09,0.0,8.41,58.95,0,0,0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1378,31,22.0,100000,22,973,0.0,0.31,2,0.56,20.26,47.49,125,824,174,65,8.79,8.97,60.82,3.88,40.48,0.09,0.11,0.09,3.24,4.01,1.39,2,0.18,0,0.0,1.2,0.0,0,0.0,0.03,0,0.0,5,0.46,40.0,0.0,0.18,0.46,60.0,0.28,66.67,0.18,50.0,0.09,1.29,57.14,3.42,40.54,0.83,0.18,18.59,0.74,0.46,33.76,78.08,11.84,57.81,6.29,94.12,11.38,89.43,29.14,80.95,4.16,60.0,16.9,24.75,0.05,0.55,0.0,0.0,0.37,0.0,0.37,6.66,63.89,1.48,62.5,0.74,25.0,0.55,0.46,6.2,71.64,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
186,81,20.0,100000,29,2345,0.0,0.4,1,1.8,20.69,53.43,125,824,183,75,8.14,7.48,60.51,2.15,46.43,0.69,0.96,0.12,2.92,4.04,1.42,7,0.27,1,0.04,4.26,0.0,0,0.0,0.02,0,0.0,9,0.35,22.22,0.0,0.04,4.18,35.78,0.0,0.0,4.18,35.78,0.5,4.61,57.5,8.44,52.73,1.04,2.96,23.1,1.77,2.03,33.62,72.72,11.4,64.98,5.45,90.85,11.9,70.65,25.45,82.81,4.14,45.37,22.12,34.25,0.07,0.73,0.0,0.0,0.23,16.67,0.46,5.03,57.25,4.14,43.52,0.46,25.0,0.42,1.57,7.79,75.86,0,0,0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,True,False
909,467,22.0,100000,18,1574,0.0,0.0,0,0.2,11.44,64.5,125,824,0,0,8.18,4.8,72.62,2.8,57.14,0.06,0.07,0.51,4.63,5.77,0.4,2,0.11,0,0.0,0.57,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.11,50.0,0.0,0.0,0.11,50.0,0.0,0.46,100.0,1.72,70.0,0.23,3.09,24.47,0.46,0.63,40.25,82.39,16.41,66.9,2.92,98.04,16.98,94.28,32.65,88.97,7.49,54.2,22.76,37.12,0.01,0.11,0.0,0.0,0.23,25.0,0.11,6.12,59.81,0.69,33.33,0.57,10.0,0.34,0.06,8.52,70.47,0,0,0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
324,108,24.0,100000,30,1148,2.0,2.51,1,0.94,25.4,32.72,125,824,184,71,3.29,2.9,48.65,9.72,35.48,0.08,0.11,0.08,1.8,2.62,0.94,2,0.16,0,0.0,1.57,0.16,2,0.16,0.2,1,0.08,19,1.49,47.37,10.526,0.08,0.86,27.27,0.55,28.57,0.31,25.0,0.08,1.88,33.33,7.6,24.74,2.9,0.39,6.59,1.25,1.18,11.52,63.27,2.51,43.75,2.9,81.08,3.29,59.52,9.8,68.0,0.86,45.45,14.29,11.88,0.07,0.39,0.0,0.0,0.08,0.0,0.16,1.25,50.0,0.55,28.57,0.0,0.0,0.31,0.24,1.18,80.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1047,541,23.0,100000,24,1156,0.0,0.04,1,1.22,18.14,50.64,125,824,177,74,9.03,8.8,56.64,2.57,45.45,0.0,0.0,0.08,4.05,4.8,0.93,3,0.23,0,0.0,1.56,0.0,0,0.0,0.0,0,0.0,1,0.08,100.0,0.0,0.08,3.27,26.19,3.27,26.19,0.0,0.0,0.54,1.48,36.84,3.74,41.67,0.47,1.56,21.64,1.17,0.78,30.36,74.36,12.15,63.46,4.83,96.77,10.67,77.37,23.28,85.62,3.89,46.0,20.67,21.67,0.1,0.47,0.0,0.0,0.16,50.0,0.39,4.13,58.49,3.27,26.19,0.39,20.0,0.23,1.25,7.08,68.13,0,0,0,0.0,0.0,0.0,0.86,0.08,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1094,541,23.0,100000,17,534,0.0,0.64,0,0.12,16.69,27.27,125,824,170,70,1.52,2.53,26.67,2.7,18.75,0.0,0.0,0.0,0.84,1.14,0.51,0,0.0,0,0.0,2.02,0.0,0,0.0,0.11,0,0.0,8,1.35,25.0,0.0,0.0,0.67,25.0,0.34,0.0,0.34,50.0,0.0,3.37,40.0,9.27,27.27,1.01,1.35,23.76,1.35,0.84,31.85,83.07,9.1,66.67,8.76,92.31,9.61,91.23,30.0,84.83,1.18,71.43,17.03,12.69,0.02,0.34,0.0,0.17,0.51,33.33,0.17,4.55,81.48,2.7,56.25,0.51,0.0,1.18,0.17,4.21,72.0,0,0,0,0.0,0.0,0.0,0.0,0.51,0.17,0.0,1.69,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
1094,541,24.0,100000,23,1038,0.0,0.0,0,0.11,15.35,55.37,125,824,180,71,9.28,7.2,63.86,5.29,42.62,0.17,0.23,0.26,4.51,6.0,2.25,4,0.35,1,0.09,0.26,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.78,22.22,0.78,22.22,0.0,0.0,0.09,0.09,100.0,0.87,60.0,0.61,1.65,40.06,1.56,0.52,54.62,86.35,21.07,75.72,3.03,91.43,25.92,94.31,47.43,91.96,6.5,52.0,24.44,28.47,0.01,0.09,0.0,0.0,0.0,0.0,0.0,7.72,70.79,0.87,30.0,0.35,50.0,0.09,0.17,10.49,72.73,0,0,0,0.0,0.0,0.0,0.69,0.09,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
874,445,23.0,100000,34,2411,0.0,1.28,3,2.27,14.48,54.9,125,824,176,69,8.81,6.38,67.84,2.8,50.67,0.0,0.0,0.15,4.48,6.06,0.86,4,0.15,0,0.0,2.5,0.0,0,0.0,0.05,0,0.0,17,0.63,23.53,0.0,0.11,3.92,43.81,0.04,0.0,3.88,44.23,0.41,1.12,56.67,2.95,41.77,0.52,1.64,23.89,2.31,0.22,36.21,72.58,15.08,62.87,6.08,93.87,10.04,77.32,27.1,81.4,5.49,46.94,20.34,26.46,0.08,0.86,0.0,0.0,0.0,0.0,0.52,4.4,54.24,3.32,58.43,0.11,33.33,0.52,1.75,9.41,71.43,0,0,0,0.0,0.0,0.0,0.78,0.15,0.0,0.0,0.15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
413,538,21.0,100000,31,1752,5.0,3.36,2,1.43,22.5,42.92,125,824,175,67,4.01,4.01,56.41,0.82,18.75,0.41,0.65,0.0,1.34,2.1,0.98,3,0.15,0,0.0,5.39,0.26,5,0.26,0.17,0,0.0,44,2.26,27.27,11.364,0.1,1.18,13.04,0.98,15.79,0.15,0.0,0.15,6.88,61.94,15.36,43.14,2.47,2.47,16.08,0.87,2.47,21.58,81.19,5.34,75.0,4.67,94.51,6.99,82.35,19.57,85.83,0.92,61.11,16.96,17.97,0.07,0.77,0.05,0.0,0.82,43.75,0.26,2.47,79.17,1.54,40.0,0.92,55.56,0.62,0.21,2.57,78.0,0,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True
1094,31,26.0,100000,21,1745,0.0,0.5,1,0.79,14.03,57.35,125,824,182,72,9.7,5.93,68.7,3.46,44.78,0.15,0.21,0.57,5.47,7.46,0.77,2,0.1,2,0.1,0.36,0.0,0,0.0,0.03,0,0.0,3,0.15,66.67,0.0,0.05,0.15,100.0,0.0,0.0,0.15,100.0,0.0,0.26,40.0,0.57,45.45,0.41,0.31,12.12,0.15,0.26,24.14,72.01,13.31,60.85,1.39,88.89,8.2,88.05,16.25,81.27,7.74,52.0,27.21,36.16,0.04,0.21,0.0,0.0,0.0,0.0,0.1,5.11,58.59,0.52,40.0,0.15,100.0,0.1,0.15,7.99,63.87,0,0,0,0.0,0.0,0.0,1.19,0.26,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
1048,542,21.0,100000,33,2071,0.0,0.28,0,1.68,20.25,54.29,125,824,184,76,11.82,9.08,64.59,3.35,45.45,0.13,0.17,0.43,5.82,7.61,1.22,7,0.3,0,0.0,2.13,0.0,0,0.0,0.01,0,0.0,6,0.26,33.33,0.0,0.0,2.39,34.55,2.39,34.55,0.0,0.0,0.3,2.13,55.1,4.82,44.14,0.74,1.43,17.12,1.35,0.91,28.16,67.59,12.04,52.71,5.3,90.16,7.39,75.88,20.73,78.62,5.35,37.4,20.98,30.43,0.07,0.56,0.0,0.0,0.22,20.0,0.3,4.52,46.15,2.13,34.69,0.48,27.27,0.43,0.74,6.95,58.13,0,0,0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.09,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
708,358,26.0,100000,19,1557,2.0,1.43,1,0.14,18.55,61.37,125,824,181,68,8.61,6.53,65.49,4.97,56.98,0.17,0.23,0.12,4.16,5.63,1.16,4,0.23,0,0.0,0.98,0.12,1,0.06,0.08,0,0.0,6,0.35,50.0,33.333,0.06,0.17,0.0,0.0,0.0,0.17,0.0,0.0,1.21,61.9,2.83,51.02,0.4,0.75,22.49,0.4,0.75,34.57,79.77,17.4,69.1,1.68,89.66,12.95,90.63,27.63,88.91,6.76,44.44,22.2,34.3,0.01,0.06,0.0,0.0,0.06,100.0,0.06,6.18,58.88,0.52,22.22,0.64,45.45,0.23,0.0,9.31,65.22,0,0,0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
1104,571,21.0,100000,35,2701,1.0,1.79,1,2.87,24.42,46.79,125,824,175,68,10.66,10.26,59.42,2.17,35.38,0.3,0.4,0.1,4.27,5.7,1.87,6,0.2,0,0.0,2.97,0.03,1,0.03,0.06,0,0.0,33,1.1,30.3,3.03,0.03,2.13,26.56,0.33,30.0,1.77,26.42,0.3,4.0,47.5,9.23,37.18,1.47,1.7,21.39,1.6,0.9,31.89,78.06,10.2,65.36,6.73,94.06,9.4,80.85,26.56,85.32,3.43,52.43,21.96,35.07,0.1,0.93,0.0,0.0,0.53,31.25,0.3,4.5,64.44,2.13,42.19,0.67,40.0,0.7,0.47,5.93,69.1,0,0,0,0.0,0.0,0.0,0.43,0.5,0.0,0.0,1.07,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,False,False,True,False,True,False
340,234,20.0,100000,27,654,0.0,1.07,0,0.13,20.92,42.11,125,824,0,0,8.53,7.29,64.15,2.89,38.1,0.0,0.0,0.14,3.85,5.25,0.14,0,0.0,0,0.0,2.34,0.0,0,0.0,0.15,0,0.0,7,0.96,42.86,0.0,0.0,2.34,11.76,0.96,0.0,1.38,20.0,0.41,4.54,36.36,7.57,27.27,2.34,1.65,12.39,0.83,0.55,18.85,67.88,4.82,60.0,4.54,84.85,5.64,60.98,15.0,77.06,1.51,63.64,19.11,8.95,0.02,0.55,0.0,0.0,0.28,0.0,0.14,1.65,50.0,2.2,12.5,0.28,0.0,0.28,0.28,2.2,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
516,682,23.0,100000,35,2532,2.0,1.5,0,0.17,18.21,52.83,125,824,0,0,10.02,8.03,57.34,4.5,56.56,0.92,1.16,0.11,4.5,5.66,2.03,9,0.32,0,0.0,0.77,0.07,2,0.07,0.06,1,0.04,14,0.52,50.0,14.286,0.0,0.15,50.0,0.07,50.0,0.07,50.0,0.0,0.7,52.63,1.92,48.08,0.59,0.07,11.72,0.07,0.96,24.14,78.47,9.32,70.36,2.76,92.0,8.59,85.41,20.9,82.54,3.1,52.38,19.51,29.03,0.01,0.22,0.0,0.0,0.15,50.0,0.0,3.61,59.18,0.37,50.0,0.26,42.86,0.11,0.07,4.9,66.17,0,0,0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
978,682,24.0,100000,28,2471,0.0,1.03,0,0.18,12.36,57.49,125,824,186,78,8.28,4.61,71.31,3.52,53.76,0.45,0.59,0.34,4.54,5.85,0.76,8,0.29,2,0.07,0.19,0.0,0,0.0,0.04,0,0.0,7,0.26,57.14,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.04,0.04,100.0,0.83,45.45,0.57,0.04,14.55,0.19,0.83,27.63,79.07,13.23,66.29,1.66,88.64,10.96,93.45,20.71,86.5,6.8,57.78,24.67,37.44,0.01,0.08,0.04,0.04,0.04,0.0,0.04,4.65,56.1,0.42,18.18,0.3,50.0,0.15,0.0,6.69,64.97,0,0,0,0.0,0.0,0.0,1.02,0.08,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
1319,678,24.0,100000,26,1304,0.0,0.68,2,0.67,20.61,48.95,125,824,170,0,5.69,6.27,54.02,1.08,26.67,0.0,0.0,0.0,2.31,3.01,1.01,1,0.07,0,0.0,5.12,0.0,0,0.0,0.05,0,0.0,9,0.65,55.56,0.0,0.14,2.38,27.27,0.22,0.0,2.16,30.0,0.43,7.13,56.57,11.46,50.94,1.37,2.59,14.2,0.58,1.22,23.71,75.38,7.78,75.93,4.97,92.75,6.41,67.42,20.25,81.85,1.08,60.0,17.18,14.74,0.05,0.58,0.07,0.0,0.29,25.0,0.43,2.59,69.44,2.52,45.71,0.5,28.57,0.36,0.79,3.96,72.73,0,0,0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,True,False,False,True,False
1319,678,23.0,100000,12,603,0.0,0.0,0,0.0,16.72,52.68,125,824,180,71,8.66,7.16,58.33,2.69,38.89,0.3,0.42,0.3,4.18,5.83,1.19,1,0.15,0,0.0,1.19,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.64,18.18,0.0,0.0,1.64,18.18,0.3,1.64,45.45,2.54,52.94,0.0,0.3,16.12,1.64,0.9,27.16,67.03,10.6,52.11,4.63,96.77,7.61,64.71,23.58,71.52,2.09,57.14,16.42,20.11,0.0,0.0,0.0,0.0,0.15,100.0,0.0,2.69,38.89,1.94,30.77,0.3,50.0,0.45,0.15,5.07,50.0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
1119,183,22.0,100000,21,590,0.0,0.23,1,1.63,23.19,48.03,125,824,178,72,9.76,10.68,55.71,3.36,22.73,0.46,0.67,0.31,3.36,4.89,2.75,1,0.15,0,0.0,4.12,0.0,0,0.0,0.03,0,0.0,5,0.76,40.0,0.0,0.15,3.36,36.36,0.0,0.0,3.36,36.36,0.46,4.12,59.26,6.71,50.0,1.37,2.59,16.78,0.92,1.22,26.24,65.7,9.0,42.37,3.81,96.0,6.1,75.0,20.9,73.72,1.98,30.77,18.93,13.89,0.25,1.37,0.15,0.0,0.61,25.0,0.92,2.44,43.75,2.59,47.06,0.61,25.0,0.31,1.22,5.19,55.88,0,0,0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,False,True,False,False,True
981,505,22.0,100000,25,1146,0.0,0.38,0,0.0,22.56,43.82,125,824,190,73,9.88,8.77,56.36,4.54,49.12,0.16,0.21,0.32,4.78,6.38,2.87,6,0.47,1,0.08,0.4,0.0,0,0.0,0.03,0,0.0,4,0.32,50.0,0.0,0.0,0.72,11.11,0.24,0.0,0.48,16.67,0.16,0.72,22.22,5.1,28.13,0.48,0.48,21.2,0.32,0.56,35.39,79.73,10.44,60.31,8.61,94.44,10.6,86.47,31.25,85.46,3.59,40.0,16.13,23.36,0.0,0.08,0.0,0.0,0.08,0.0,0.0,5.26,74.24,1.04,30.77,0.08,0.0,0.08,0.16,5.02,55.56,0,0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
279,124,20.0,100000,24,1488,2.0,1.11,0,1.1,11.59,49.44,125,824,0,0,7.15,5.92,51.09,1.16,50.0,0.32,0.4,0.26,3.8,4.73,1.35,6,0.36,0,0.0,0.64,0.12,1,0.06,0.07,0,0.0,14,0.9,35.71,14.286,0.0,0.26,50.0,0.06,0.0,0.13,50.0,0.06,0.39,33.33,1.93,53.33,0.19,0.58,43.13,0.13,0.71,55.17,91.37,12.94,79.6,7.34,95.61,27.36,95.53,52.21,93.34,2.7,57.14,17.63,20.77,0.07,0.97,0.06,0.06,0.39,16.67,0.19,7.92,86.18,0.97,46.67,0.52,12.5,0.26,0.06,6.31,79.59,0,0,0,0.0,0.0,0.0,0.52,0.71,0.19,33.33,0.9,1,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
819,682,24.0,100000,18,1646,0.0,0.41,1,2.93,21.23,58.86,125,824,177,0,12.49,10.41,65.0,2.26,38.46,0.35,0.42,0.06,5.38,6.49,1.21,3,0.16,1,0.05,3.76,0.0,0,0.0,0.02,0,0.0,9,0.52,11.11,0.0,0.06,4.92,31.76,0.23,25.0,4.69,32.1,0.52,3.24,60.71,5.09,60.23,1.21,2.26,16.83,1.33,0.93,29.9,71.37,11.97,73.43,4.45,88.31,8.16,71.63,22.79,80.96,2.31,57.5,20.78,35.34,0.17,1.04,0.0,0.0,0.4,42.86,0.46,3.53,72.13,3.99,52.17,0.4,71.43,0.46,1.74,7.69,74.44,0,0,0,0.0,0.0,0.0,0.35,0.35,0.12,0.0,0.98,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,True,False
1258,645,23.0,100000,30,2439,0.0,0.16,0,0.03,13.51,60.66,125,824,185,77,9.96,6.9,69.52,3.06,56.63,0.37,0.5,0.44,4.8,6.55,0.85,3,0.11,0,0.0,0.41,0.0,0,0.0,0.01,0,0.0,2,0.07,50.0,0.0,0.0,0.11,66.67,0.07,50.0,0.04,100.0,0.0,0.48,61.54,1.11,46.67,0.15,1.0,33.73,0.59,0.22,50.33,88.05,18.86,75.93,2.95,96.25,25.87,96.72,45.76,91.69,4.46,51.24,22.21,32.52,0.0,0.15,0.0,0.0,0.0,0.0,0.0,4.72,59.38,0.3,12.5,0.04,0.0,0.04,0.04,8.04,71.1,0,0,0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
